order_item_id,order_id,product_id,quantity,unit_price,total_price
4252,1399,197,1,247.36,247.36
4253,1399,170,3,390.14,1170.42
4254,1400,197,1,247.36,247.36
4255,1400,186,2,70.87,141.74
4256,1401,146,1,329.24,329.24
4257,1402,88,2,197.97,395.94
4258,1402,45,2,481.04,962.08
4259,1403,52,3,10.55,31.65
4260,1403,15,2,133.8,267.6
4261,1403,98,1,60.07,60.07
4262,1403,75,3,474.18,1422.54
4263,1404,58,1,169.95,169.95
4264,1405,86,3,327.31,981.93
4265,1405,185,2,476.26,952.52
4266,1406,113,1,482.62,482.62
4267,1407,155,3,487.6,1462.8
4268,1407,74,3,387.72,1163.16
4269,1408,37,3,88.6,265.8
4270,1408,82,1,427.68,427.68
4271,1409,176,1,414.01,414.01
4272,1410,133,3,400.43,1201.29
4273,1410,5,3,201.67,605.01
4274,1410,185,1,476.26,476.26
4275,1410,186,2,70.87,141.74
4276,1411,10,1,27.36,27.36
4277,1411,27,3,454.19,1362.57
4278,1411,60,1,66.76,66.76
4279,1412,1,3,27.08,81.24
4280,1412,15,2,133.8,267.6
4281,1412,197,3,247.36,742.08
4282,1412,31,1,433.6,433.6
4283,1413,145,3,88.8,266.4
4284,1414,6,3,143.75,431.25
4285,1415,147,3,169.7,509.1
4286,1415,99,2,428.56,857.12
4287,1415,176,3,414.01,1242.03
4288,1415,100,2,268.24,536.48
4289,1416,175,2,50.43,100.86
4290,1416,157,2,331.92,663.84
4291,1417,163,2,81.5,163.0
4292,1417,123,1,285.75,285.75
4293,1417,117,3,167.16,501.48
4294,1418,58,1,169.95,169.95
4295,1418,74,3,387.72,1163.16
4296,1418,188,1,301.44,301.44
4297,1419,66,1,19.03,19.03
4298,1419,95,3,87.88,263.64
4299,1419,6,2,143.75,287.5
4300,1419,77,1,387.78,387.78
4301,1420,118,2,364.97,729.94
4302,1421,59,2,284.32,568.64
4303,1421,33,3,265.42,796.26
4304,1421,91,1,192.2,192.2
4305,1421,104,2,388.68,777.36
4306,1421,107,2,435.35,870.7
4307,1422,114,2,382.45,764.9
4308,1422,119,2,375.46,750.92
4309,1422,87,2,301.25,602.5
4310,1422,171,2,471.21,942.42
4311,1423,186,3,70.87,212.61
4312,1423,53,1,282.53,282.53
4313,1424,183,1,30.18,30.18
4314,1424,146,1,329.24,329.24
4315,1425,94,2,10.5,21.0
4316,1425,141,2,307.58,615.16
4317,1425,96,3,239.58,718.74
4318,1425,79,1,242.05,242.05
4319,1425,101,1,414.7,414.7
4320,1426,28,3,289.95,869.85
4321,1426,167,2,246.35,492.7
4322,1426,77,3,387.78,1163.34
4323,1426,106,1,74.35,74.35
4324,1427,56,2,104.64,209.28
4325,1427,142,1,131.29,131.29
4326,1428,133,2,400.43,800.86
4327,1428,47,2,440.75,881.5
4328,1428,7,3,243.57,730.71
4329,1428,53,2,282.53,565.06
4330,1429,171,1,471.21,471.21
4331,1429,70,3,97.95,293.85
4332,1429,175,3,50.43,151.29
4333,1429,197,1,247.36,247.36
4334,1429,165,2,289.74,579.48
4335,1430,51,1,455.26,455.26
4336,1430,106,2,74.35,148.7
4337,1430,120,1,108.18,108.18
4338,1430,190,1,310.34,310.34
4339,1430,196,2,310.01,620.02
4340,1431,157,3,331.92,995.76
4341,1431,136,3,484.08,1452.24
4342,1431,161,1,364.9,364.9
4343,1432,17,1,350.9,350.9
4344,1433,3,1,431.46,431.46
4345,1434,24,2,40.14,80.28
4346,1434,92,1,411.2,411.2
4347,1434,191,1,156.43,156.43
4348,1435,79,1,242.05,242.05
4349,1435,93,3,133.73,401.19
4350,1436,150,2,492.33,984.66
4351,1436,122,2,360.31,720.62
4352,1436,181,1,349.67,349.67
4353,1437,78,1,357.2,357.2
4354,1437,144,1,120.51,120.51
4355,1437,39,1,126.96,126.96
4356,1438,31,3,433.6,1300.8
4357,1438,159,2,476.8,953.6
4358,1438,41,3,61.86,185.58
4359,1438,142,3,131.29,393.87
4360,1439,180,2,108.42,216.84
4361,1439,177,1,185.32,185.32
4362,1439,30,3,276.45,829.35
4363,1439,38,2,173.66,347.32
4364,1440,194,1,316.4,316.4
4365,1441,98,2,60.07,120.14
4366,1441,98,2,60.07,120.14
4367,1442,197,1,247.36,247.36
4368,1442,151,3,83.29,249.87
4369,1443,113,3,482.62,1447.86
4370,1443,147,1,169.7,169.7
4371,1443,115,1,226.73,226.73
4372,1444,172,3,45.48,136.44
4373,1444,89,2,42.16,84.32
4374,1444,22,2,448.3,896.6
4375,1444,18,1,33.9,33.9
4376,1445,160,2,454.83,909.66
4377,1445,174,2,442.44,884.88
4378,1446,29,3,334.43,1003.29
4379,1446,51,3,455.26,1365.78
4380,1447,75,3,474.18,1422.54
4381,1447,22,2,448.3,896.6
4382,1447,155,2,487.6,975.2
4383,1448,160,3,454.83,1364.49
4384,1449,44,2,442.0,884.0
4385,1449,65,1,148.84,148.84
4386,1449,132,2,18.75,37.5
4387,1449,134,1,154.14,154.14
4388,1450,82,1,427.68,427.68
4389,1450,14,3,147.88,443.64
4390,1450,62,3,14.45,43.35
4391,1450,79,2,242.05,484.1
4392,1451,111,2,455.67,911.34
4393,1451,11,2,171.24,342.48
4394,1451,192,3,468.25,1404.75
4395,1451,118,3,364.97,1094.91
4396,1452,86,3,327.31,981.93
4397,1453,34,3,435.4,1306.2
4398,1454,189,3,312.14,936.42
4399,1455,78,2,357.2,714.4
4400,1456,121,2,435.38,870.76
4401,1456,100,1,268.24,268.24
4402,1457,179,2,488.96,977.92
4403,1457,86,2,327.31,654.62
4404,1457,132,2,18.75,37.5
4405,1458,182,2,412.51,825.02
4406,1458,34,2,435.4,870.8
4407,1458,185,2,476.26,952.52
4408,1458,142,1,131.29,131.29
4409,1459,73,2,95.14,190.28
4410,1459,22,2,448.3,896.6
4411,1459,172,1,45.48,45.48
4412,1459,171,2,471.21,942.42
4413,1460,30,1,276.45,276.45
4414,1460,33,1,265.42,265.42
4415,1460,63,1,411.15,411.15
4416,1460,46,2,238.08,476.16
4417,1460,17,1,350.9,350.9
4418,1461,61,1,194.58,194.58
4419,1461,20,1,481.44,481.44
4420,1461,186,1,70.87,70.87
4421,1461,189,2,312.14,624.28
4422,1461,159,1,476.8,476.8
4423,1462,150,3,492.33,1476.99
4424,1462,118,3,364.97,1094.91
4425,1463,171,1,471.21,471.21
4426,1463,157,1,331.92,331.92
4427,1463,15,3,133.8,401.4
4428,1464,52,3,10.55,31.65
4429,1464,21,1,63.64,63.64
4430,1465,184,1,338.49,338.49
4431,1466,111,3,455.67,1367.01
4432,1467,54,1,380.75,380.75
4433,1467,184,1,338.49,338.49
4434,1468,83,3,495.17,1485.51
4435,1468,136,1,484.08,484.08
4436,1468,122,1,360.31,360.31
4437,1468,182,2,412.51,825.02
4438,1469,181,1,349.67,349.67
4439,1469,121,2,435.38,870.76
4440,1469,188,3,301.44,904.32
4441,1469,152,1,237.65,237.65
4442,1469,114,1,382.45,382.45
4443,1470,2,1,448.51,448.51
4444,1470,46,1,238.08,238.08
4445,1470,68,1,421.66,421.66
4446,1470,139,3,10.6,31.8
4447,1470,49,3,411.77,1235.31
4448,1471,180,1,108.42,108.42
4449,1472,48,2,12.52,25.04
4450,1472,194,1,316.4,316.4
4451,1473,102,3,156.2,468.6
4452,1473,152,2,237.65,475.3
4453,1474,106,3,74.35,223.05
4454,1474,164,2,60.37,120.74
4455,1474,56,2,104.64,209.28
4456,1474,65,2,148.84,297.68
4457,1474,189,1,312.14,312.14
4458,1475,2,3,448.51,1345.53
4459,1475,175,2,50.43,100.86
4460,1475,73,1,95.14,95.14
4461,1475,17,1,350.9,350.9
4462,1475,17,2,350.9,701.8
4463,1476,188,1,301.44,301.44
4464,1476,159,2,476.8,953.6
4465,1476,21,3,63.64,190.92
4466,1477,4,3,234.14,702.42
4467,1477,173,1,271.78,271.78
4468,1477,82,3,427.68,1283.04
4469,1477,198,2,333.8,667.6
4470,1478,174,1,442.44,442.44
4471,1478,146,2,329.24,658.48
4472,1478,187,2,449.15,898.3
4473,1478,116,2,162.86,325.72
4474,1478,191,2,156.43,312.86
4475,1479,128,2,54.67,109.34
4476,1479,196,2,310.01,620.02
4477,1479,81,3,46.6,139.8
4478,1480,59,3,284.32,852.96
4479,1480,44,1,442.0,442.0
4480,1481,105,2,122.73,245.46
4481,1481,119,2,375.46,750.92
4482,1481,104,2,388.68,777.36
4483,1482,116,1,162.86,162.86
4484,1482,37,3,88.6,265.8
4485,1482,193,2,474.2,948.4
4486,1482,108,1,481.99,481.99
4487,1483,82,2,427.68,855.36
4488,1483,162,1,377.09,377.09
4489,1484,94,1,10.5,10.5
4490,1484,112,3,430.11,1290.33
4491,1484,45,1,481.04,481.04
4492,1484,152,1,237.65,237.65
4493,1485,25,1,442.62,442.62
4494,1485,101,2,414.7,829.4
4495,1486,70,2,97.95,195.9
4496,1486,51,1,455.26,455.26
4497,1487,101,1,414.7,414.7
4498,1487,78,3,357.2,1071.6
4499,1487,72,1,396.52,396.52
4500,1487,49,2,411.77,823.54
4501,1488,186,2,70.87,141.74
4502,1488,111,2,455.67,911.34
4503,1488,41,2,61.86,123.72
4504,1488,171,1,471.21,471.21
4505,1488,91,1,192.2,192.2
4506,1489,83,3,495.17,1485.51
4507,1490,156,2,363.72,727.44
4508,1490,37,1,88.6,88.6
4509,1490,133,2,400.43,800.86
4510,1490,56,2,104.64,209.28
4511,1491,4,2,234.14,468.28
4512,1491,162,1,377.09,377.09
4513,1491,87,3,301.25,903.75
4514,1491,80,3,38.38,115.14
4515,1492,110,3,368.32,1104.96
4516,1492,32,3,369.62,1108.86
4517,1492,34,3,435.4,1306.2
4518,1492,73,2,95.14,190.28
4519,1492,186,2,70.87,141.74
4520,1493,95,3,87.88,263.64
4521,1493,122,1,360.31,360.31
4522,1494,115,2,226.73,453.46
4523,1495,64,1,72.94,72.94
4524,1495,84,3,341.27,1023.81
4525,1495,60,2,66.76,133.52
4526,1495,163,2,81.5,163.0
4527,1496,143,2,283.62,567.24
4528,1496,148,2,299.23,598.46
4529,1496,179,1,488.96,488.96
4530,1497,83,3,495.17,1485.51
4531,1497,147,1,169.7,169.7
4532,1498,157,1,331.92,331.92
4533,1498,64,2,72.94,145.88
4534,1498,145,2,88.8,177.6
4535,1498,5,2,201.67,403.34
4536,1498,131,1,269.87,269.87
4537,1499,193,1,474.2,474.2
4538,1499,160,2,454.83,909.66
4539,1499,21,3,63.64,190.92
4540,1499,126,2,88.03,176.06
4541,1500,187,2,449.15,898.3
4542,1500,18,2,33.9,67.8
4543,1500,100,1,268.24,268.24
4544,1500,198,2,333.8,667.6
4545,1500,183,1,30.18,30.18
4546,1501,200,1,302.76,302.76
4547,1501,122,1,360.31,360.31
4548,1501,58,3,169.95,509.85
4549,1502,84,2,341.27,682.54
4550,1503,124,3,241.05,723.15
4551,1503,38,2,173.66,347.32
4552,1503,82,2,427.68,855.36
4553,1503,81,3,46.6,139.8
4554,1503,138,1,236.43,236.43
4555,1504,153,3,343.42,1030.26
4556,1504,31,2,433.6,867.2
4557,1505,189,1,312.14,312.14
4558,1506,130,2,232.31,464.62
4559,1506,64,2,72.94,145.88
4560,1506,109,3,25.34,76.02
4561,1506,3,2,431.46,862.92
4562,1506,67,1,221.8,221.8
4563,1507,76,1,91.53,91.53
4564,1507,8,3,31.74,95.22
4565,1508,21,2,63.64,127.28
4566,1508,120,1,108.18,108.18
4567,1508,115,3,226.73,680.19
4568,1508,98,3,60.07,180.21
4569,1509,153,2,343.42,686.84
4570,1509,195,2,393.88,787.76
4571,1510,71,2,379.31,758.62
4572,1511,51,3,455.26,1365.78
4573,1511,156,2,363.72,727.44
4574,1511,73,1,95.14,95.14
4575,1512,33,2,265.42,530.84
4576,1512,5,1,201.67,201.67
4577,1512,14,2,147.88,295.76
4578,1512,142,2,131.29,262.58
4579,1512,95,1,87.88,87.88
4580,1513,185,2,476.26,952.52
4581,1513,141,1,307.58,307.58
4582,1513,161,2,364.9,729.8
4583,1514,102,1,156.2,156.2
4584,1514,84,3,341.27,1023.81
4585,1514,195,1,393.88,393.88
4586,1515,83,3,495.17,1485.51
4587,1515,194,3,316.4,949.2
4588,1515,11,3,171.24,513.72
4589,1516,186,3,70.87,212.61
4590,1517,128,1,54.67,54.67
4591,1517,18,1,33.9,33.9
4592,1518,27,3,454.19,1362.57
4593,1518,42,3,352.51,1057.53
4594,1519,24,2,40.14,80.28
4595,1519,92,2,411.2,822.4
4596,1520,106,2,74.35,148.7
4597,1521,127,2,109.81,219.62
4598,1522,16,3,12.49,37.47
4599,1522,107,3,435.35,1306.05
4600,1522,102,3,156.2,468.6
4601,1522,40,3,465.74,1397.22
4602,1522,23,1,495.82,495.82
4603,1523,41,1,61.86,61.86
4604,1523,196,2,310.01,620.02
4605,1523,59,1,284.32,284.32
4606,1523,15,3,133.8,401.4
4607,1524,7,1,243.57,243.57
4608,1524,165,3,289.74,869.22
4609,1524,58,2,169.95,339.9
4610,1524,11,1,171.24,171.24
4611,1524,57,1,51.21,51.21
4612,1525,36,3,87.1,261.3
4613,1525,82,2,427.68,855.36
4614,1526,194,3,316.4,949.2
4615,1526,172,2,45.48,90.96
4616,1526,5,3,201.67,605.01
4617,1526,196,2,310.01,620.02
4618,1527,7,3,243.57,730.71
4619,1527,183,3,30.18,90.54
4620,1527,107,3,435.35,1306.05
4621,1527,18,1,33.9,33.9
4622,1528,151,1,83.29,83.29
4623,1528,54,1,380.75,380.75
4624,1529,126,1,88.03,88.03
4625,1529,90,3,412.54,1237.62
4626,1529,21,3,63.64,190.92
4627,1529,95,3,87.88,263.64
4628,1529,43,2,102.72,205.44
4629,1530,39,3,126.96,380.88
4630,1530,2,3,448.51,1345.53
4631,1531,73,2,95.14,190.28
4632,1531,143,2,283.62,567.24
4633,1531,131,2,269.87,539.74
4634,1531,41,1,61.86,61.86
4635,1531,194,3,316.4,949.2
4636,1532,86,1,327.31,327.31
4637,1532,84,2,341.27,682.54
4638,1532,101,1,414.7,414.7
4639,1533,116,1,162.86,162.86
4640,1533,115,3,226.73,680.19
4641,1533,167,3,246.35,739.05
4642,1534,198,2,333.8,667.6
4643,1534,53,1,282.53,282.53
4644,1534,29,1,334.43,334.43
4645,1534,100,1,268.24,268.24
4646,1534,191,1,156.43,156.43
4647,1535,195,3,393.88,1181.64
4648,1535,189,3,312.14,936.42
4649,1536,177,3,185.32,555.96
4650,1536,55,3,136.76,410.28
4651,1536,78,2,357.2,714.4
4652,1537,14,3,147.88,443.64
4653,1537,161,1,364.9,364.9
4654,1537,146,2,329.24,658.48
4655,1537,56,3,104.64,313.92
4656,1538,80,1,38.38,38.38
4657,1539,47,2,440.75,881.5
4658,1539,53,2,282.53,565.06
4659,1540,185,2,476.26,952.52
4660,1540,118,2,364.97,729.94
4661,1540,155,1,487.6,487.6
4662,1540,126,2,88.03,176.06
4663,1541,153,2,343.42,686.84
4664,1541,171,1,471.21,471.21
4665,1541,20,3,481.44,1444.32
4666,1541,28,1,289.95,289.95
4667,1541,8,3,31.74,95.22
4668,1542,3,2,431.46,862.92
4669,1543,78,2,357.2,714.4
4670,1544,187,3,449.15,1347.45
4671,1544,41,1,61.86,61.86
4672,1544,14,2,147.88,295.76
4673,1544,56,3,104.64,313.92
4674,1545,109,3,25.34,76.02
4675,1545,96,1,239.58,239.58
4676,1546,107,3,435.35,1306.05
4677,1546,6,2,143.75,287.5
4678,1546,198,1,333.8,333.8
4679,1547,78,1,357.2,357.2
4680,1548,117,1,167.16,167.16
4681,1548,31,3,433.6,1300.8
4682,1548,191,3,156.43,469.29
4683,1549,122,1,360.31,360.31
4684,1550,29,1,334.43,334.43
4685,1551,117,3,167.16,501.48
4686,1551,178,3,167.83,503.49
4687,1552,70,1,97.95,97.95
4688,1552,180,3,108.42,325.26
4689,1552,123,1,285.75,285.75
4690,1553,56,1,104.64,104.64
4691,1553,102,3,156.2,468.6
4692,1554,8,1,31.74,31.74
4693,1554,128,2,54.67,109.34
4694,1554,120,2,108.18,216.36
4695,1554,45,1,481.04,481.04
4696,1555,12,3,466.48,1399.44
4697,1555,17,2,350.9,701.8
4698,1555,182,2,412.51,825.02
4699,1555,185,2,476.26,952.52
4700,1555,52,2,10.55,21.1
4701,1556,172,2,45.48,90.96
4702,1557,61,3,194.58,583.74
4703,1557,115,1,226.73,226.73
4704,1558,145,2,88.8,177.6
4705,1559,180,2,108.42,216.84
4706,1559,60,3,66.76,200.28
4707,1559,191,1,156.43,156.43
4708,1559,74,2,387.72,775.44
4709,1559,23,3,495.82,1487.46
4710,1560,117,2,167.16,334.32
4711,1560,140,1,303.18,303.18
4712,1560,96,3,239.58,718.74
4713,1561,186,3,70.87,212.61
4714,1561,139,1,10.6,10.6
4715,1561,83,3,495.17,1485.51
4716,1562,105,1,122.73,122.73
4717,1562,149,2,222.29,444.58
4718,1562,96,2,239.58,479.16
4719,1563,197,2,247.36,494.72
4720,1563,38,3,173.66,520.98
4721,1563,193,2,474.2,948.4
4722,1564,105,2,122.73,245.46
4723,1564,111,1,455.67,455.67
4724,1564,155,2,487.6,975.2
4725,1564,36,2,87.1,174.2
4726,1564,92,3,411.2,1233.6
4727,1565,116,3,162.86,488.58
4728,1565,175,1,50.43,50.43
4729,1565,11,2,171.24,342.48
4730,1565,130,3,232.31,696.93
4731,1566,154,2,203.82,407.64
4732,1566,139,3,10.6,31.8
4733,1567,147,1,169.7,169.7
4734,1567,53,3,282.53,847.59
4735,1568,21,2,63.64,127.28
4736,1568,29,3,334.43,1003.29
4737,1568,140,1,303.18,303.18
4738,1568,134,1,154.14,154.14
4739,1569,2,2,448.51,897.02
4740,1569,141,3,307.58,922.74
4741,1569,43,3,102.72,308.16
4742,1569,59,3,284.32,852.96
4743,1569,182,2,412.51,825.02
4744,1570,30,2,276.45,552.9
4745,1570,188,2,301.44,602.88
4746,1570,141,2,307.58,615.16
4747,1570,134,3,154.14,462.42
4748,1571,57,3,51.21,153.63
4749,1571,90,3,412.54,1237.62
4750,1571,105,3,122.73,368.19
4751,1571,193,1,474.2,474.2
4752,1572,164,3,60.37,181.11
4753,1572,117,1,167.16,167.16
4754,1573,184,1,338.49,338.49
4755,1573,130,1,232.31,232.31
4756,1574,37,1,88.6,88.6
4757,1574,178,2,167.83,335.66
4758,1574,62,2,14.45,28.9
4759,1574,78,1,357.2,357.2
4760,1575,164,1,60.37,60.37
4761,1575,49,1,411.77,411.77
4762,1575,5,1,201.67,201.67
4763,1575,76,1,91.53,91.53
4764,1575,54,1,380.75,380.75
4765,1576,18,2,33.9,67.8
4766,1577,31,2,433.6,867.2
4767,1577,92,3,411.2,1233.6
4768,1577,104,1,388.68,388.68
4769,1577,179,3,488.96,1466.88
4770,1578,88,2,197.97,395.94
4771,1578,96,1,239.58,239.58
4772,1578,78,2,357.2,714.4
4773,1579,151,2,83.29,166.58
4774,1579,163,3,81.5,244.5
4775,1579,152,1,237.65,237.65
4776,1579,174,2,442.44,884.88
4777,1579,9,2,427.57,855.14
4778,1580,90,1,412.54,412.54
4779,1580,66,3,19.03,57.09
4780,1580,122,2,360.31,720.62
4781,1581,198,1,333.8,333.8
4782,1581,109,3,25.34,76.02
4783,1581,151,3,83.29,249.87
4784,1581,90,3,412.54,1237.62
4785,1581,126,1,88.03,88.03
4786,1582,10,2,27.36,54.72
4787,1582,195,1,393.88,393.88
4788,1582,122,2,360.31,720.62
4789,1582,140,1,303.18,303.18
4790,1583,63,3,411.15,1233.45
4791,1584,117,2,167.16,334.32
4792,1585,62,3,14.45,43.35
4793,1585,121,1,435.38,435.38
4794,1585,83,2,495.17,990.34
4795,1586,199,3,280.97,842.91
4796,1586,116,1,162.86,162.86
4797,1586,158,2,380.96,761.92
4798,1586,25,1,442.62,442.62
4799,1586,176,1,414.01,414.01
4800,1587,173,1,271.78,271.78
4801,1587,130,2,232.31,464.62
4802,1587,18,3,33.9,101.7
4803,1587,47,2,440.75,881.5
4804,1587,71,3,379.31,1137.93
4805,1588,100,3,268.24,804.72
4806,1588,168,3,113.07,339.21
4807,1588,13,2,370.25,740.5
4808,1588,150,1,492.33,492.33
4809,1588,179,3,488.96,1466.88
4810,1589,45,2,481.04,962.08
4811,1589,76,1,91.53,91.53
4812,1589,11,2,171.24,342.48
4813,1589,154,2,203.82,407.64
4814,1590,29,3,334.43,1003.29
4815,1590,40,1,465.74,465.74
4816,1590,51,2,455.26,910.52
4817,1590,125,1,276.18,276.18
4818,1591,100,3,268.24,804.72
4819,1592,198,2,333.8,667.6
4820,1592,12,2,466.48,932.96
4821,1593,58,2,169.95,339.9
4822,1593,175,3,50.43,151.29
4823,1594,59,3,284.32,852.96
4824,1594,114,3,382.45,1147.35
4825,1594,30,1,276.45,276.45
4826,1594,43,1,102.72,102.72
4827,1595,190,3,310.34,931.02
4828,1595,145,1,88.8,88.8
4829,1596,128,2,54.67,109.34
4830,1596,179,2,488.96,977.92
4831,1596,6,3,143.75,431.25
4832,1596,135,3,456.8,1370.4
4833,1597,163,3,81.5,244.5
4834,1597,28,2,289.95,579.9
4835,1597,122,1,360.31,360.31
4836,1598,112,3,430.11,1290.33
4837,1598,180,2,108.42,216.84
4838,1598,18,1,33.9,33.9
4839,1599,68,3,421.66,1264.98
4840,1600,122,2,360.31,720.62
4841,1600,130,1,232.31,232.31
4842,1600,36,1,87.1,87.1
4843,1601,42,1,352.51,352.51
4844,1602,48,3,12.52,37.56
4845,1602,51,2,455.26,910.52
4846,1602,169,3,179.55,538.65
4847,1602,96,3,239.58,718.74
4848,1602,68,2,421.66,843.32
4849,1603,169,1,179.55,179.55
4850,1604,106,1,74.35,74.35
4851,1604,144,1,120.51,120.51
4852,1604,60,1,66.76,66.76
4853,1604,38,2,173.66,347.32
4854,1604,35,3,130.19,390.57
4855,1605,3,2,431.46,862.92
4856,1605,16,3,12.49,37.47
4857,1605,4,1,234.14,234.14
4858,1605,135,3,456.8,1370.4
4859,1606,150,3,492.33,1476.99
4860,1606,3,2,431.46,862.92
4861,1606,36,2,87.1,174.2
4862,1607,123,1,285.75,285.75
4863,1607,49,3,411.77,1235.31
4864,1608,123,2,285.75,571.5
4865,1608,55,1,136.76,136.76
4866,1608,45,2,481.04,962.08
4867,1608,142,3,131.29,393.87
4868,1609,19,1,270.98,270.98
4869,1609,171,1,471.21,471.21
4870,1609,131,1,269.87,269.87
4871,1609,195,1,393.88,393.88
4872,1609,123,3,285.75,857.25
4873,1610,145,1,88.8,88.8
4874,1611,161,2,364.9,729.8
4875,1611,161,2,364.9,729.8
4876,1612,68,2,421.66,843.32
4877,1612,16,2,12.49,24.98
4878,1613,83,2,495.17,990.34
4879,1614,50,3,122.03,366.09
4880,1615,101,2,414.7,829.4
4881,1615,156,1,363.72,363.72
4882,1615,192,1,468.25,468.25
4883,1616,158,3,380.96,1142.88
4884,1616,105,3,122.73,368.19
4885,1616,194,3,316.4,949.2
4886,1616,41,1,61.86,61.86
4887,1617,134,2,154.14,308.28
4888,1617,128,1,54.67,54.67
4889,1617,111,3,455.67,1367.01
4890,1617,8,2,31.74,63.48
4891,1617,17,3,350.9,1052.7
4892,1618,181,1,349.67,349.67
4893,1619,95,2,87.88,175.76
4894,1620,72,2,396.52,793.04
4895,1620,167,2,246.35,492.7
4896,1620,78,3,357.2,1071.6
4897,1620,155,2,487.6,975.2
4898,1621,121,3,435.38,1306.14
4899,1621,125,2,276.18,552.36
4900,1621,194,3,316.4,949.2
4901,1622,178,3,167.83,503.49
4902,1622,175,3,50.43,151.29
4903,1622,154,3,203.82,611.46
4904,1622,147,1,169.7,169.7
4905,1622,121,2,435.38,870.76
4906,1623,178,2,167.83,335.66
4907,1624,137,3,100.87,302.61
4908,1624,158,3,380.96,1142.88
4909,1624,17,2,350.9,701.8
4910,1625,70,2,97.95,195.9
4911,1625,153,3,343.42,1030.26
4912,1625,59,2,284.32,568.64
4913,1626,62,3,14.45,43.35
4914,1626,49,2,411.77,823.54
4915,1626,79,1,242.05,242.05
4916,1627,133,3,400.43,1201.29
4917,1627,106,2,74.35,148.7
4918,1627,68,3,421.66,1264.98
4919,1628,172,3,45.48,136.44
4920,1628,49,3,411.77,1235.31
4921,1628,36,3,87.1,261.3
4922,1628,76,1,91.53,91.53
4923,1629,183,3,30.18,90.54
4924,1629,142,2,131.29,262.58
4925,1629,53,2,282.53,565.06
4926,1630,134,1,154.14,154.14
4927,1630,31,3,433.6,1300.8
4928,1630,186,2,70.87,141.74
4929,1630,164,1,60.37,60.37
4930,1630,53,3,282.53,847.59
4931,1631,47,3,440.75,1322.25
4932,1631,128,2,54.67,109.34
4933,1631,63,2,411.15,822.3
4934,1632,184,2,338.49,676.98
4935,1632,146,2,329.24,658.48
4936,1632,138,2,236.43,472.86
4937,1632,38,2,173.66,347.32
4938,1633,19,2,270.98,541.96
4939,1633,32,2,369.62,739.24
4940,1633,141,2,307.58,615.16
4941,1633,1,1,27.08,27.08
4942,1633,49,2,411.77,823.54
4943,1634,117,3,167.16,501.48
4944,1634,150,2,492.33,984.66
4945,1634,131,3,269.87,809.61
4946,1634,108,1,481.99,481.99
4947,1635,14,2,147.88,295.76
4948,1635,161,2,364.9,729.8
4949,1635,153,1,343.42,343.42
4950,1636,112,2,430.11,860.22
4951,1636,81,1,46.6,46.6
4952,1636,36,1,87.1,87.1
4953,1636,32,2,369.62,739.24
4954,1637,11,1,171.24,171.24
4955,1638,28,3,289.95,869.85
4956,1638,138,2,236.43,472.86
4957,1638,33,1,265.42,265.42
4958,1639,53,1,282.53,282.53
4959,1639,170,3,390.14,1170.42
4960,1639,16,1,12.49,12.49
4961,1639,29,2,334.43,668.86
4962,1640,185,2,476.26,952.52
4963,1640,73,2,95.14,190.28
4964,1640,62,1,14.45,14.45
4965,1640,57,3,51.21,153.63
4966,1640,155,3,487.6,1462.8
4967,1641,142,2,131.29,262.58
4968,1641,61,1,194.58,194.58
4969,1641,6,3,143.75,431.25
4970,1642,82,1,427.68,427.68
4971,1642,44,2,442.0,884.0
4972,1642,53,3,282.53,847.59
4973,1642,158,1,380.96,380.96
4974,1642,42,1,352.51,352.51
4975,1643,190,3,310.34,931.02
4976,1643,70,2,97.95,195.9
4977,1643,32,1,369.62,369.62
4978,1643,64,2,72.94,145.88
4979,1643,57,1,51.21,51.21
4980,1644,157,1,331.92,331.92
4981,1644,45,1,481.04,481.04
4982,1644,72,1,396.52,396.52
4983,1644,1,1,27.08,27.08
4984,1645,112,3,430.11,1290.33
4985,1645,154,2,203.82,407.64
4986,1645,115,1,226.73,226.73
4987,1646,26,1,262.88,262.88
4988,1646,105,3,122.73,368.19
4989,1647,114,1,382.45,382.45
4990,1647,190,2,310.34,620.68
4991,1647,158,2,380.96,761.92
4992,1647,6,3,143.75,431.25
4993,1648,53,3,282.53,847.59
4994,1648,126,2,88.03,176.06
4995,1648,135,2,456.8,913.6
4996,1649,6,2,143.75,287.5
4997,1649,130,3,232.31,696.93
4998,1649,100,2,268.24,536.48
4999,1650,53,2,282.53,565.06
5000,1650,37,3,88.6,265.8
5001,1650,20,3,481.44,1444.32
5002,1650,179,3,488.96,1466.88
5003,1650,97,1,472.71,472.71
5004,1651,54,1,380.75,380.75
5005,1651,81,2,46.6,93.2
5006,1651,104,2,388.68,777.36
5007,1651,64,3,72.94,218.82
5008,1652,60,2,66.76,133.52
5009,1652,154,2,203.82,407.64
5010,1652,7,3,243.57,730.71
5011,1653,63,3,411.15,1233.45
5012,1653,179,1,488.96,488.96
5013,1653,116,3,162.86,488.58
5014,1653,6,2,143.75,287.5
5015,1653,147,2,169.7,339.4
5016,1654,98,1,60.07,60.07
5017,1654,126,2,88.03,176.06
5018,1654,186,2,70.87,141.74
5019,1655,23,2,495.82,991.64
5020,1655,66,2,19.03,38.06
5021,1655,59,2,284.32,568.64
5022,1655,94,2,10.5,21.0
