order_id,customer_id,order_date,order_status
989,760,2023-10-23,pending
990,203,2023-11-30,completed
991,148,2023-12-18,completed
992,472,2023-04-26,completed
993,655,2023-03-25,completed
994,944,2023-08-20,completed
995,199,2023-02-07,completed
996,917,2023-01-18,pending
997,426,2023-05-31,completed
998,666,2023-01-11,completed
999,492,2023-06-13,completed
1000,888,2023-05-14,completed
1001,896,2023-02-23,completed
1002,142,2023-02-07,cancelled
1003,313,2023-06-25,completed
1004,165,2023-03-29,completed
1005,314,2023-07-12,completed
1006,21,2023-03-24,completed
1007,82,2023-02-08,completed
1008,581,2023-10-08,completed
1009,131,2023-02-17,completed
1010,599,2023-06-23,completed
1011,730,2023-11-01,completed
1012,933,2023-11-11,completed
1013,984,2023-09-05,completed
1014,305,2023-12-27,completed
1015,915,2023-01-16,completed
1016,371,2023-08-09,completed
1017,857,2023-12-01,completed
1018,853,2023-03-26,completed
1019,384,2023-11-07,completed
1020,908,2023-08-11,completed
1021,445,2023-03-22,completed
1022,425,2023-01-28,completed
1023,161,2023-02-21,completed
1024,178,2023-06-19,completed
1025,629,2023-04-16,completed
1026,708,2023-04-08,completed
1027,895,2023-07-29,completed
1028,490,2023-12-23,completed
1029,327,2023-10-11,completed
1030,598,2023-10-04,completed
1031,289,2023-05-16,completed
1032,593,2023-12-05,completed
1033,664,2023-05-25,completed
1034,573,2023-06-02,completed
1035,573,2023-05-02,completed
1036,354,2023-02-19,completed
1037,28,2023-01-26,cancelled
1038,954,2023-07-21,cancelled
1039,43,2023-10-20,pending
1040,681,2023-10-09,completed
1041,423,2023-09-09,completed
1042,598,2023-03-20,completed
1043,177,2023-01-28,completed
1044,529,2023-07-04,completed
1045,610,2023-01-02,completed
1046,966,2023-08-07,completed
1047,494,2023-02-14,completed
1048,198,2023-05-31,completed
1049,610,2023-12-05,pending
1050,577,2023-11-17,completed
1051,842,2023-11-04,completed
1052,853,2023-09-03,pending
1053,517,2023-04-13,completed
1054,514,2023-02-19,completed
1055,22,2023-01-14,completed
1056,112,2023-04-16,completed
1057,57,2023-03-29,pending
1058,66,2023-11-23,completed
1059,842,2023-05-30,completed
1060,98,2023-02-11,completed
1061,144,2023-08-31,completed
1062,880,2023-03-01,cancelled
1063,435,2023-06-07,completed
1064,637,2023-07-23,completed
1065,679,2023-08-30,completed
1066,86,2023-09-08,completed
1067,588,2023-12-05,cancelled
1068,344,2023-05-16,completed
1069,936,2023-02-16,completed
1070,294,2023-11-25,completed
1071,956,2023-10-06,completed
1072,571,2023-07-18,completed
1073,650,2023-04-05,pending
1074,611,2023-07-09,completed
1075,704,2023-07-15,pending
1076,243,2023-07-09,completed
1077,831,2023-04-06,completed
1078,561,2023-08-17,completed
1079,960,2023-01-23,completed
1080,32,2023-05-15,pending
1081,391,2023-08-14,completed
1082,277,2023-08-27,completed
1083,532,2023-05-15,completed
1084,154,2023-04-26,completed
1085,383,2023-05-18,completed
1086,68,2023-10-16,completed
1087,878,2023-02-01,completed
1088,884,2023-03-19,completed
1089,214,2023-12-23,completed
1090,655,2023-12-08,completed
1091,376,2023-02-19,completed
1092,744,2023-02-13,completed
1093,213,2023-12-09,refunded
1094,79,2023-06-26,completed
1095,726,2023-10-05,completed
1096,628,2023-07-31,completed
1097,604,2023-10-29,completed
1098,782,2023-04-27,completed
1099,923,2023-10-11,completed
1100,381,2023-02-01,completed
1101,680,2023-07-18,completed
1102,58,2023-09-25,completed
1103,796,2023-08-03,completed
1104,26,2023-10-02,pending
1105,881,2023-12-18,completed
1106,447,2023-09-01,completed
1107,66,2023-10-21,pending
1108,921,2023-05-01,completed
1109,760,2023-09-01,completed
1110,254,2023-06-03,completed
1111,899,2023-02-10,cancelled
1112,968,2023-07-22,completed
1113,44,2024-01-01,cancelled
1114,97,2023-01-18,completed
1115,554,2023-09-15,completed
1116,227,2023-10-20,cancelled
1117,774,2023-09-22,completed
1118,679,2023-10-20,completed
1119,436,2023-12-13,completed
1120,791,2023-11-14,completed
1121,601,2023-03-17,pending
1122,379,2023-03-03,completed
1123,178,2023-08-18,completed
1124,427,2023-03-30,completed
1125,915,2023-03-27,completed
1126,709,2023-04-19,completed
1127,307,2023-04-09,completed
1128,779,2023-03-06,completed
1129,504,2023-01-22,refunded
1130,268,2023-08-05,completed
1131,586,2023-02-10,completed
1132,8,2023-12-16,cancelled
1133,920,2023-08-11,completed
1134,508,2023-04-14,completed
1135,476,2023-11-18,completed
1136,297,2023-03-17,pending
1137,164,2023-11-01,completed
1138,485,2023-05-13,cancelled
1139,597,2023-06-13,completed
1140,72,2023-02-04,completed
1141,567,2023-02-14,completed
1142,905,2023-07-18,completed
1143,559,2023-10-12,completed
1144,911,2023-07-23,completed
1145,944,2023-10-10,completed
1146,238,2023-06-16,completed
1147,104,2023-05-22,completed
1148,210,2023-09-24,completed
1149,554,2023-08-23,completed
1150,828,2023-01-07,completed
1151,468,2023-12-25,completed
1152,454,2023-11-16,completed
1153,268,2023-10-28,completed
1154,386,2023-09-25,completed
1155,775,2023-08-03,pending
1156,848,2023-02-27,completed
1157,387,2023-08-01,completed
1158,877,2023-03-18,completed
1159,259,2023-03-17,completed
1160,283,2023-10-18,completed
1161,626,2023-10-29,completed
1162,875,2023-10-26,completed
1163,40,2023-02-21,completed
1164,486,2023-02-24,completed
1165,929,2023-10-16,completed
1166,220,2023-02-21,completed
1167,129,2023-05-27,completed
1168,520,2023-10-02,cancelled
1169,613,2023-06-26,completed
1170,928,2023-07-30,completed
1171,892,2023-05-16,pending
1172,688,2023-07-16,completed
1173,619,2023-12-02,completed
1174,613,2023-09-06,completed
1175,260,2023-10-20,pending
1176,990,2023-11-08,completed
1177,966,2023-08-31,completed
1178,366,2023-01-20,completed
1179,758,2023-03-30,cancelled
1180,787,2023-05-22,completed
1181,544,2023-07-26,completed
1182,649,2023-03-15,pending
1183,524,2023-11-13,completed
1184,907,2023-11-08,completed
1185,814,2023-12-15,completed
1186,887,2023-12-22,completed
1187,16,2023-07-25,pending
1188,129,2023-01-20,completed
1189,575,2023-07-22,completed
1190,109,2023-06-19,completed
1191,887,2023-12-20,completed
1192,533,2023-05-02,cancelled
1193,670,2023-01-26,completed
1194,269,2023-09-01,completed
1195,162,2023-05-18,completed
1196,260,2023-07-10,pending
1197,924,2023-01-11,completed
1198,102,2023-06-22,completed
1199,506,2023-06-05,completed
1200,735,2023-06-09,completed
1201,571,2023-05-24,completed
1202,247,2023-09-09,completed
1203,640,2023-12-23,completed
1204,795,2023-12-17,completed
1205,837,2023-02-20,completed
1206,537,2023-04-27,cancelled
1207,131,2023-03-10,completed
1208,353,2023-06-03,refunded
1209,196,2023-08-15,completed
1210,793,2023-06-14,completed
1211,916,2023-05-18,pending
1212,930,2023-08-02,completed
1213,666,2023-11-06,completed
1214,382,2023-11-27,refunded
1215,645,2023-02-15,completed
1216,227,2023-04-07,completed
1217,701,2023-08-15,completed
1218,476,2023-04-19,completed
1219,477,2023-07-28,completed
1220,265,2023-09-06,completed
1221,372,2023-09-22,completed
1222,486,2023-07-11,completed
1223,434,2023-01-29,completed
1224,646,2023-09-21,completed
1225,211,2023-03-23,completed
1226,572,2023-02-03,completed
1227,940,2023-06-09,completed
1228,377,2023-12-30,completed
1229,395,2023-09-17,completed
1230,450,2023-07-26,completed
1231,943,2023-03-11,pending
1232,364,2023-09-26,completed
1233,876,2023-10-19,completed
1234,457,2023-01-15,completed
1235,725,2023-03-30,completed
1236,728,2023-04-09,pending
1237,226,2023-04-13,pending
1238,982,2023-01-30,completed
1239,131,2023-05-08,completed
1240,588,2023-01-17,pending
1241,476,2023-08-22,cancelled
1242,798,2023-01-26,completed
1243,986,2023-07-04,completed
1244,277,2023-12-27,completed
1245,156,2023-04-12,cancelled
1246,760,2023-05-21,completed
1247,218,2023-07-08,completed
1248,190,2023-08-26,completed
1249,417,2023-09-16,completed
1250,981,2023-07-23,completed
1251,675,2023-11-22,refunded
1252,692,2023-03-05,completed
1253,546,2023-12-15,completed
1254,41,2023-01-16,completed
1255,307,2023-05-04,completed
1256,943,2023-07-10,completed
1257,338,2023-09-08,completed
1258,314,2023-11-01,completed
1259,75,2023-08-17,completed
1260,953,2023-04-01,completed
1261,279,2023-08-31,completed
1262,176,2023-10-28,cancelled
1263,896,2023-10-10,cancelled
1264,662,2023-06-29,completed
1265,273,2023-06-26,completed
1266,837,2023-03-25,pending
1267,620,2023-05-13,completed
1268,651,2023-12-19,completed
1269,862,2023-02-16,cancelled
1270,783,2023-05-26,completed
1271,859,2023-01-15,completed
1272,931,2023-07-17,cancelled
1273,289,2023-01-26,completed
1274,724,2023-03-25,completed
1275,893,2023-10-20,completed
1276,272,2023-04-20,completed
1277,930,2023-04-24,completed
1278,66,2023-11-28,completed
1279,483,2023-04-26,refunded
1280,936,2023-12-13,completed
1281,248,2023-04-16,completed
1282,156,2023-05-18,completed
1283,47,2023-11-30,completed
1284,935,2023-07-29,completed
1285,454,2023-09-20,cancelled
1286,201,2023-01-11,pending
1287,660,2023-12-16,completed
1288,124,2023-01-05,completed
1289,1,2023-08-31,completed
1290,968,2023-03-09,completed
1291,759,2023-11-28,completed
1292,855,2023-03-30,completed
1293,640,2023-11-04,refunded
1294,191,2023-01-05,completed
1295,579,2023-04-25,completed
1296,516,2023-05-10,completed
1297,442,2023-11-08,completed
1298,921,2023-06-06,completed
1299,815,2023-12-31,completed
1300,806,2023-12-30,completed
1301,143,2023-11-26,completed
1302,191,2023-05-21,completed
1303,533,2023-08-05,completed
1304,227,2023-07-12,completed
1305,313,2023-06-28,completed
1306,629,2023-08-24,completed
1307,949,2023-05-10,completed
1308,302,2023-04-22,completed
1309,654,2023-08-27,completed
1310,996,2023-06-04,completed
1311,460,2023-12-13,completed
1312,401,2023-09-24,completed
1313,551,2023-11-16,completed
1314,393,2023-07-23,completed
1315,867,2023-10-27,cancelled
1316,764,2023-02-22,completed
1317,845,2023-01-04,pending
1318,207,2023-09-19,completed
1319,210,2023-12-06,completed
1320,115,2023-07-11,pending
1321,737,2023-10-15,completed
1322,646,2023-11-28,completed
1323,251,2023-11-01,completed
1324,219,2023-11-08,completed
1325,407,2023-05-25,completed
1326,443,2023-06-02,completed
1327,603,2023-12-17,pending
1328,354,2023-02-25,completed
1329,888,2023-09-04,cancelled
1330,558,2023-02-02,cancelled
1331,550,2023-06-22,completed
1332,142,2023-05-22,completed
1333,612,2023-11-24,pending
1334,501,2023-06-16,cancelled
1335,840,2023-05-22,completed
1336,702,2023-05-14,completed
1337,547,2023-12-02,completed
1338,659,2023-12-31,completed
1339,542,2023-11-30,completed
1340,846,2023-06-02,completed
1341,507,2023-04-07,completed
1342,596,2023-03-18,completed
1343,881,2023-09-22,completed
1344,281,2023-05-04,completed
1345,424,2023-01-30,completed
1346,856,2023-11-04,completed
1347,270,2023-07-26,completed
1348,154,2023-12-05,completed
1349,614,2023-06-13,completed
1350,727,2023-12-15,cancelled
1351,662,2023-03-13,completed
1352,944,2023-01-14,completed
1353,83,2023-12-02,completed
1354,622,2023-09-12,refunded
1355,947,2023-06-01,completed
1356,899,2023-05-13,completed
1357,426,2023-08-03,completed
1358,275,2023-07-27,completed
1359,713,2023-07-18,completed
1360,284,2023-01-19,completed
1361,980,2023-10-26,completed
1362,173,2023-12-29,completed
1363,327,2023-10-20,completed
1364,718,2023-04-08,completed
1365,63,2023-06-25,completed
1366,73,2024-01-01,completed
1367,763,2023-04-24,completed
1368,636,2023-12-18,completed
1369,375,2023-10-01,completed
1370,633,2023-11-23,completed
1371,508,2023-09-01,cancelled
1372,787,2023-12-10,completed
1373,943,2023-07-03,completed
1374,398,2023-09-17,completed
1375,120,2023-06-03,completed
1376,934,2023-03-29,completed
1377,437,2023-12-03,completed
1378,829,2023-10-13,completed
1379,676,2023-04-03,completed
1380,936,2023-05-31,completed
1381,465,2023-02-19,completed
1382,286,2023-08-30,completed
1383,265,2023-03-07,completed
1384,320,2023-05-13,completed
1385,673,2023-10-14,completed
1386,376,2023-04-04,cancelled
1387,820,2023-12-15,cancelled
1388,89,2023-06-21,completed
1389,654,2023-12-02,completed
1390,203,2023-02-15,completed
1391,821,2023-04-24,completed
1392,739,2023-07-01,completed
1393,955,2023-04-25,completed
1394,334,2023-06-07,completed
1395,222,2023-08-04,pending
1396,41,2023-06-19,completed
1397,708,2023-07-10,completed
1398,68,2023-05-14,completed
1399,988,2023-10-27,completed
1400,776,2023-05-31,completed
1401,514,2023-08-26,completed
1402,873,2023-03-02,completed
1403,637,2023-08-29,completed
1404,622,2023-01-28,completed
1405,598,2023-11-21,completed
1406,937,2023-10-26,completed
1407,632,2023-10-25,completed
1408,127,2023-11-14,completed
1409,255,2023-02-06,completed
1410,695,2023-08-30,completed
1411,16,2023-04-10,completed
1412,477,2023-09-14,completed
1413,62,2023-03-03,refunded
1414,881,2023-12-15,completed
1415,432,2023-07-15,completed
1416,670,2023-09-29,completed
1417,268,2023-06-02,pending
1418,35,2023-07-31,completed
1419,779,2023-01-28,completed
1420,576,2023-03-19,completed
1421,494,2023-03-12,completed
1422,562,2023-04-13,completed
1423,469,2023-06-25,completed
1424,767,2023-07-29,completed
1425,661,2023-10-19,pending
1426,325,2023-08-23,completed
1427,304,2023-03-15,completed
1428,276,2023-06-11,completed
1429,869,2023-04-03,completed
1430,963,2023-02-11,completed
1431,684,2023-09-07,completed
1432,929,2023-06-20,completed
1433,201,2023-11-20,completed
1434,445,2023-04-01,completed
1435,905,2023-06-10,completed
1436,324,2023-11-21,completed
1437,35,2023-01-30,completed
1438,977,2023-01-03,completed
1439,482,2023-08-20,pending
1440,728,2023-05-21,pending
1441,480,2023-04-18,completed
1442,65,2023-03-28,completed
1443,8,2023-10-23,completed
1444,301,2023-03-23,completed
1445,343,2023-09-08,completed
1446,431,2023-02-15,completed
1447,424,2023-03-08,completed
1448,332,2023-11-11,completed
1449,438,2023-08-11,completed
1450,588,2023-11-21,completed
1451,174,2023-08-08,completed
1452,559,2023-07-26,completed
1453,527,2023-08-08,completed
1454,873,2023-09-02,completed
1455,659,2023-07-16,completed
1456,26,2023-01-03,completed
1457,820,2023-01-20,completed
1458,605,2023-10-01,completed
1459,406,2023-04-13,completed
1460,232,2023-07-11,completed
1461,533,2023-01-08,completed
1462,819,2023-06-14,completed
1463,550,2023-09-29,completed
1464,788,2023-04-08,completed
1465,505,2023-01-10,pending
1466,669,2023-12-13,completed
1467,179,2023-01-03,completed
1468,132,2023-11-17,completed
1469,823,2023-05-08,completed
1470,455,2023-04-26,pending
1471,348,2023-12-22,completed
1472,540,2023-06-26,completed
1473,772,2023-06-09,completed
1474,406,2023-03-08,completed
1475,76,2023-02-22,completed
1476,941,2023-07-16,completed
1477,579,2023-09-15,completed
1478,854,2023-10-29,completed
1479,492,2023-06-06,completed
1480,194,2023-03-27,cancelled
1481,984,2023-02-03,completed
1482,162,2023-01-24,completed
1483,347,2023-06-02,completed
1484,951,2023-05-29,completed
1485,361,2023-08-22,completed
1486,769,2023-09-24,completed
1487,584,2023-11-02,completed
1488,87,2023-09-26,completed
1489,934,2023-06-22,refunded
1490,262,2023-08-11,completed
1491,214,2023-12-18,completed
1492,665,2023-03-10,cancelled
1493,722,2023-06-25,completed
1494,913,2023-09-08,completed
1495,573,2023-07-03,completed
1496,780,2023-04-07,completed
1497,262,2023-03-26,cancelled
1498,730,2023-07-26,cancelled
1499,283,2023-01-10,completed
1500,648,2023-04-27,completed
1501,467,2023-04-25,completed
1502,380,2023-03-09,completed
1503,362,2023-04-19,completed
1504,449,2023-01-12,completed
1505,441,2023-10-29,refunded
1506,93,2023-09-16,pending
1507,621,2023-03-28,completed
1508,753,2023-03-05,completed
1509,867,2023-07-07,completed
1510,424,2023-12-31,completed
1511,142,2023-11-30,completed
1512,291,2023-01-20,completed
1513,432,2023-07-12,completed
1514,749,2023-11-24,completed
1515,852,2023-05-11,completed
1516,824,2023-10-01,pending
1517,689,2023-11-16,completed
1518,653,2023-01-25,completed
1519,701,2023-11-01,completed
1520,998,2023-01-25,completed
1521,49,2023-12-05,cancelled
1522,302,2023-02-25,completed
1523,881,2023-12-01,completed
1524,190,2023-01-11,completed
1525,136,2023-01-25,completed
1526,555,2023-12-20,completed
1527,404,2023-03-01,completed
1528,892,2023-08-02,completed
1529,865,2023-08-16,completed
1530,602,2023-07-14,completed
1531,807,2023-03-05,completed
1532,341,2023-10-08,completed
1533,757,2023-05-10,completed
1534,945,2023-08-31,pending
1535,704,2023-12-26,pending
1536,318,2023-03-20,completed
1537,618,2023-04-16,completed
1538,363,2023-12-22,completed
1539,822,2023-12-18,completed
1540,382,2023-11-19,completed
1541,233,2023-01-05,completed
1542,777,2023-06-04,completed
1543,344,2023-08-04,completed
1544,549,2023-12-05,pending
1545,817,2023-02-21,completed
1546,553,2023-12-06,completed
1547,529,2023-09-24,completed
1548,856,2023-05-19,completed
1549,789,2023-11-15,pending
1550,819,2023-11-07,completed
1551,571,2023-12-25,completed
1552,935,2023-03-12,completed
1553,183,2023-08-03,completed
1554,41,2023-02-23,completed
1555,551,2023-09-19,completed
1556,397,2023-11-13,completed
1557,704,2023-03-02,completed
1558,779,2023-05-25,completed
1559,494,2023-02-28,completed
1560,659,2023-02-24,completed
1561,907,2023-09-12,completed
1562,333,2023-04-12,completed
1563,127,2023-11-08,completed
1564,558,2023-04-13,completed
1565,557,2023-05-15,completed
1566,1,2023-09-25,completed
1567,168,2023-04-14,completed
1568,620,2023-07-03,completed
1569,19,2023-12-27,completed
1570,332,2023-07-29,completed
1571,584,2023-06-01,completed
1572,456,2023-03-24,completed
1573,957,2023-01-21,completed
1574,109,2023-10-08,completed
1575,268,2023-09-12,completed
1576,445,2023-04-17,completed
1577,240,2023-12-19,completed
1578,929,2023-09-04,completed
1579,301,2023-06-19,completed
1580,602,2023-05-01,completed
1581,103,2023-01-02,completed
1582,988,2023-01-07,completed
1583,250,2023-12-10,completed
1584,453,2023-02-15,completed
1585,520,2023-02-26,pending
1586,153,2023-10-21,cancelled
1587,859,2023-12-09,completed
1588,174,2023-09-10,completed
1589,343,2023-03-18,completed
1590,670,2023-02-16,completed
1591,431,2023-09-19,completed
1592,727,2023-02-08,completed
1593,689,2023-02-21,completed
1594,687,2023-05-12,completed
1595,852,2023-11-26,completed
1596,850,2023-04-29,completed
1597,658,2023-08-22,completed
1598,962,2023-06-01,pending
1599,324,2023-05-16,completed
1600,990,2023-08-26,completed
1601,673,2023-01-26,completed
1602,639,2023-02-21,cancelled
1603,420,2023-03-31,completed
1604,594,2023-01-21,completed
1605,485,2023-05-29,completed
1606,659,2023-07-04,completed
1607,751,2023-12-13,completed
1608,412,2023-06-10,completed
1609,936,2023-08-07,completed
1610,84,2023-03-01,pending
1611,113,2023-02-18,completed
1612,737,2023-01-24,completed
1613,332,2023-01-05,completed
1614,378,2023-03-12,completed
1615,755,2023-12-06,pending
1616,655,2023-11-28,completed
1617,41,2023-03-29,completed
1618,935,2023-06-18,completed
1619,770,2023-07-03,completed
1620,959,2023-08-13,completed
1621,797,2023-11-15,completed
1622,105,2023-05-18,completed
1623,202,2023-02-17,completed
1624,450,2023-07-10,completed
1625,819,2023-06-25,completed
1626,843,2023-04-04,refunded
1627,973,2023-02-28,completed
1628,266,2023-07-25,completed
1629,910,2023-07-24,completed
1630,210,2023-08-22,completed
1631,563,2023-05-20,completed
1632,118,2023-07-17,pending
1633,713,2023-12-20,completed
1634,377,2023-09-02,pending
1635,551,2023-08-04,completed
1636,540,2023-11-29,completed
1637,771,2023-03-27,pending
1638,84,2023-02-27,completed
1639,454,2023-03-09,cancelled
1640,667,2023-12-23,completed
1641,629,2023-01-31,cancelled
1642,514,2023-03-23,completed
1643,605,2023-02-23,completed
1644,678,2023-08-02,completed
1645,387,2023-10-30,completed
1646,912,2023-09-05,completed
1647,350,2023-10-19,completed
1648,296,2023-12-14,completed
1649,258,2023-08-13,completed
1650,81,2023-04-03,completed
1651,937,2023-11-09,completed
1652,268,2023-07-14,completed
1653,419,2023-07-03,completed
1654,235,2023-11-10,completed
1655,833,2023-01-15,completed
1656,311,2023-12-17,completed
1657,813,2023-03-08,pending
1658,975,2023-09-05,completed
1659,986,2023-09-07,completed
1660,357,2023-02-27,completed
1661,213,2023-07-30,completed
1662,574,2023-08-14,completed
1663,49,2023-01-24,completed
1664,127,2023-02-02,completed
1665,223,2023-05-14,completed
1666,921,2023-12-02,completed
1667,279,2023-06-10,completed
1668,408,2023-01-07,pending
1669,505,2023-12-27,completed
1670,294,2023-12-14,completed
1671,796,2023-09-26,refunded
1672,277,2023-10-23,completed
1673,438,2023-10-17,completed
1674,107,2023-04-25,completed
1675,658,2023-12-09,cancelled
1676,420,2023-06-23,refunded
1677,611,2023-09-23,completed
1678,429,2023-09-25,completed
1679,375,2023-12-19,completed
1680,73,2023-12-25,completed
1681,949,2023-11-13,completed
1682,998,2023-02-18,pending
1683,634,2023-08-10,completed
1684,30,2023-12-05,completed
1685,188,2023-05-08,completed
1686,364,2023-09-04,completed
1687,866,2023-06-27,completed
1688,800,2023-12-06,completed
1689,451,2023-12-13,cancelled
1690,195,2023-11-25,cancelled
1691,156,2023-07-17,completed
1692,172,2023-03-18,pending
1693,847,2023-10-13,completed
1694,41,2023-11-10,completed
1695,63,2023-01-28,completed
1696,23,2023-01-06,completed
1697,360,2023-11-26,pending
1698,75,2023-03-22,completed
1699,560,2023-09-16,completed
1700,672,2023-08-29,completed
1701,825,2023-09-11,completed
1702,118,2023-03-26,completed
1703,612,2023-02-08,completed
1704,380,2023-09-09,completed
1705,929,2023-06-14,completed
1706,920,2023-05-04,completed
1707,679,2023-06-19,completed
1708,290,2023-05-23,completed
1709,440,2023-01-26,completed
1710,668,2023-09-17,completed
1711,933,2023-04-25,completed
1712,7,2023-10-09,completed
1713,196,2023-11-26,pending
1714,421,2023-07-13,completed
1715,568,2023-07-26,completed
1716,833,2023-05-01,refunded
1717,193,2023-02-10,completed
1718,559,2023-08-24,completed
1719,148,2023-08-16,completed
1720,787,2023-10-21,cancelled
1721,669,2023-08-18,pending
1722,202,2023-02-15,completed
1723,444,2023-09-13,completed
1724,914,2023-08-17,completed
1725,988,2023-06-11,cancelled
1726,419,2023-03-02,cancelled
1727,427,2023-09-12,completed
1728,479,2023-12-01,completed
1729,475,2023-01-10,completed
1730,126,2023-02-22,completed
1731,395,2023-07-26,completed
1732,817,2023-07-31,completed
1733,881,2023-01-19,completed
1734,806,2023-10-13,completed
1735,576,2023-10-09,refunded
1736,325,2023-01-01,completed
1737,392,2023-02-16,completed
1738,930,2023-11-06,completed
1739,688,2023-11-13,refunded
1740,628,2023-11-23,completed
1741,440,2023-06-05,completed
1742,204,2023-09-18,completed
1743,486,2023-10-15,completed
1744,833,2023-04-16,completed
1745,31,2023-12-02,completed
1746,388,2023-12-10,pending
1747,625,2023-08-22,completed
1748,877,2023-06-24,completed
1749,434,2023-07-06,completed
1750,837,2023-01-28,completed
1751,926,2023-04-25,completed
1752,376,2023-08-21,completed
1753,344,2023-06-19,completed
1754,443,2023-10-14,completed
1755,579,2023-11-14,completed
1756,75,2023-11-04,completed
1757,557,2023-08-31,completed
1758,772,2023-12-03,refunded
1759,666,2023-07-06,completed
1760,155,2023-08-20,completed
1761,430,2023-02-28,completed
1762,363,2023-02-19,completed
1763,448,2023-12-04,completed
1764,987,2023-04-24,pending
1765,234,2023-01-02,completed
1766,563,2023-06-24,completed
1767,818,2023-07-01,completed
1768,262,2023-11-21,completed
1769,827,2023-05-30,completed
1770,125,2023-10-08,completed
1771,911,2023-09-25,completed
1772,245,2023-07-11,pending
1773,542,2023-12-26,completed
1774,938,2023-02-24,completed
1775,485,2023-01-24,completed
1776,122,2023-03-26,completed
1777,125,2023-09-10,completed
1778,549,2023-03-13,completed
1779,170,2023-07-29,cancelled
1780,124,2023-02-24,pending
1781,869,2023-05-11,pending
1782,35,2023-11-09,completed
1783,87,2023-04-11,completed
1784,646,2023-04-07,completed
1785,708,2023-03-03,completed
1786,786,2023-07-21,completed
1787,201,2023-04-21,completed
1788,369,2023-08-23,completed
1789,797,2023-04-08,completed
1790,77,2023-06-23,completed
1791,59,2023-02-25,completed
1792,431,2023-08-01,completed
1793,638,2023-01-24,completed
1794,500,2023-11-21,completed
1795,913,2023-12-11,completed
1796,109,2023-10-29,completed
1797,736,2023-03-05,completed
1798,278,2023-08-19,completed
1799,68,2023-08-23,completed
1800,69,2023-12-04,completed
1801,165,2023-10-29,completed
1802,489,2023-09-16,completed
1803,305,2023-03-10,completed
1804,909,2023-09-13,pending
1805,674,2023-01-03,completed
1806,365,2023-09-29,completed
1807,854,2023-01-25,completed
1808,821,2023-10-11,completed
1809,379,2023-08-10,completed
1810,343,2023-10-27,completed
1811,947,2023-09-05,refunded
1812,899,2023-09-18,completed
1813,554,2023-04-01,completed
1814,354,2023-12-21,completed
1815,416,2023-10-24,pending
1816,109,2023-03-30,completed
1817,563,2023-03-07,completed
1818,762,2023-02-23,completed
1819,497,2023-07-18,completed
1820,341,2023-12-03,completed
1821,942,2023-11-04,completed
1822,383,2023-11-07,completed
1823,533,2023-06-14,completed
1824,300,2023-09-16,pending
1825,139,2023-07-16,completed
1826,359,2023-08-03,cancelled
1827,836,2023-11-08,completed
1828,499,2023-12-21,completed
1829,385,2023-05-08,completed
1830,604,2023-05-21,completed
1831,959,2023-07-23,completed
1832,280,2023-06-25,completed
1833,637,2023-05-31,completed
1834,483,2023-08-20,completed
1835,909,2023-03-10,completed
1836,111,2023-03-12,completed
1837,866,2023-07-31,completed
1838,139,2023-11-05,completed
1839,996,2023-12-25,pending
1840,435,2023-09-20,completed
1841,509,2023-06-03,completed
1842,273,2023-12-26,completed
1843,99,2023-10-08,completed
1844,764,2023-06-10,refunded
1845,850,2023-12-31,completed
1846,104,2023-10-11,completed
1847,214,2023-11-20,completed
1848,761,2023-04-22,completed
1849,664,2023-04-13,cancelled
1850,762,2023-04-18,completed
1851,787,2023-11-16,completed
1852,165,2024-01-01,completed
1853,999,2023-05-29,completed
1854,853,2023-12-18,completed
1855,520,2023-06-26,completed
1856,284,2023-12-11,completed
1857,517,2023-03-09,pending
1858,657,2023-12-30,completed
1859,613,2023-11-29,completed
1860,164,2023-04-02,completed
1861,886,2023-09-15,refunded
1862,659,2023-10-05,completed
1863,64,2023-12-22,completed
1864,91,2023-11-23,completed
1865,117,2023-06-15,completed
1866,866,2023-12-30,completed
1867,267,2023-03-01,completed
1868,822,2023-06-30,completed
1869,685,2023-10-15,completed
1870,559,2023-09-03,completed
1871,140,2023-10-26,pending
1872,246,2023-10-20,cancelled
1873,661,2023-12-08,completed
1874,758,2023-12-30,completed
1875,395,2023-08-02,completed
1876,487,2023-12-12,completed
1877,476,2023-10-01,completed
1878,517,2023-05-27,completed
1879,977,2023-08-05,completed
1880,184,2023-01-07,completed
1881,20,2023-09-25,completed
1882,937,2023-02-24,completed
1883,558,2023-01-13,completed
1884,524,2023-07-15,completed
1885,582,2023-03-16,completed
1886,529,2023-01-28,completed
1887,883,2023-12-10,completed
1888,147,2023-01-29,completed
1889,666,2023-04-13,cancelled
1890,304,2023-05-17,completed
1891,620,2023-03-24,completed
1892,748,2023-05-27,completed
1893,820,2023-12-16,pending
1894,864,2023-05-09,pending
1895,582,2023-03-16,completed
1896,695,2023-02-01,cancelled
1897,762,2023-12-20,completed
1898,228,2023-06-01,completed
1899,102,2023-04-15,completed
1900,587,2023-10-05,completed
1901,417,2023-01-17,pending
1902,958,2023-07-03,completed
1903,216,2023-08-20,cancelled
1904,407,2023-02-22,completed
1905,399,2023-11-12,completed
1906,923,2023-12-12,completed
1907,715,2023-10-15,completed
1908,704,2023-04-25,completed
1909,761,2023-11-28,completed
1910,499,2023-10-15,cancelled
1911,754,2023-07-19,completed
1912,465,2023-05-02,completed
